Type,SKU,Name,Published,Short description,Description,Cost price,Regular price,Categories,Images_1,Images_2,Images_3
เกรดโรงงาน,V2,ยาเส้นกรองทิพย์ เกรดโรงงาน รุ่น V2-K,YASEN เกรดโรงงาน V2-K ( กรองทิพย์ )  1ถุง 100 กรัม,ยาเส้น YASEN เกรดโรงงาน รุ่น V2-K (กรองทิพย์) ขนาด 100 กรัม ราคาประหยัด กลิ่นไม่ฉุน รสชาติเข้มกลางๆ สไตล์ยาซอง,"🏭 พร้อมส่ง! ยาเส้น YASEN เกรดโรงงาน รุ่น V2-K (กรองทิพย์) (100 กรัม) 🏭
ยาเส้น YASEN เกรดโรงงาน ซีรีส์ใหม่! ทางเลือกสุดคุ้มสำหรับนักมวนที่ต้องการใบยาคุณภาพดีในราคาประหยัด ให้ฟีลลิ่งการสูบที่คุ้นเคยเหมือนยาซอง แต่สบายกระเป๋ากว่า
รุ่น V2-K (กรองทิพย์) มาพร้อมกับรสชาติ เข้มกลางๆ แต่กลิ่นไม่ฉุน ให้ความรู้สึกที่ลงตัว ไม่แรงเกินไป เหมาะสำหรับทุกคน
✨ คุณสมบัติเด่น:
✅ แบรนด์: YASEN
✅ เกรด: เกรดโรงงาน (คุ้มค่า ราคาประหยัด)
✅ รุ่น/รสชาติ: V2-K (กรองทิพย์)
✅ น้ำหนัก: 100 กรัม ต่อถุง
✅ จุดเด่น: รสชาติเข้มกลาง, กลิ่นไม่ฉุน, ฟีลลิ่งคล้ายยาซอง
✅ บรรจุภัณฑ์: ซองซิปล็อคคุณภาพดี รักษาคุณภาพยาเส้น
📦 สินค้าที่คุณจะได้รับ:
ยาเส้น YASEN เกรดโรงงาน รุ่น V2-K ขนาด 100 กรัม จำนวน 1 ถุง

#ยาเส้น #ใบยาเส้น #ยาเส้นเกรดโรงงาน #YASEN #ยาเส้นกรองทิพย์ #ยาเส้นพรีเมี่ยม #ยาเส้นยาเซ็น
",35,70,ยาเส้น (สำหรับอัดมวนเอง) ,https://udst2021.com/wp-content/uploads/2024/13/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-B5-V2.png,https://udst2021.com/wp-content/uploads/2025/03/B6_V.jpeg,https://udst2021.com/wp-content/uploads/2025/03/
เกรดโรงงาน,V3,ยาเส้น WONDER( วันเดอร์ ) เกรดโรงงาน รุ่น V3-W,YASEN เกรดโรงงาน V3-W ( WONRDER ) 1ถุง 100 กรัม,ยาเส้น YASEN เกรดโรงงาน รุ่น V3-W (Wonder) ขนาด 100 กรัม ราคาประหยัด กลิ่นไม่ฉุน รสชาติจืดอ่อนๆ สูบง่าย สไตล์ยาซอง,"🏭 พร้อมส่ง! ยาเส้น YASEN เกรดโรงงาน รุ่น V3-W (Wonder) (100 กรัม) 🏭
ยาเส้น YASEN เกรดโรงงาน ซีรีส์ใหม่! ทางเลือกที่ชาญฉลาดสำหรับนักมวนที่ต้องการความคุ้มค่าและคุณภาพดีในราคาที่เข้าถึงได้ง่าย
รุ่น V3-W (Wonder) มาพร้อมกับรสชาติ จืดอ่อนๆ กลิ่นไม่ฉุน สูบง่ายสบายๆ ให้ความรู้สึกเหมือนยาซองรสอ่อน
✨ คุณสมบัติเด่น:
✅ แบรนด์: YASEN
✅ เกรด: เกรดโรงงาน (คุ้มค่า ราคาประหยัด)
✅ รุ่น/รสชาติ: V3-W (Wonder)
✅ น้ำหนัก: 100 กรัม ต่อถุง
✅ จุดเด่น: รสชาติจืดอ่อนๆ, กลิ่นไม่ฉุน, ฟีลลิ่งคล้ายยาซอง
✅ บรรจุภัณฑ์: ซองซิปล็อคคุณภาพดี รักษาคุณภาพยาเส้น
📦 สินค้าที่คุณจะได้รับ:
ยาเส้น YASEN เกรดโรงงาน รุ่น V3-W ขนาด 100 กรัม จำนวน 1 ถุง

#ยาเส้น #ใบยาเส้น #ยาเส้นเกรดโรงงาน #YASEN #ยาเส้นWonder #ยาเส้นพรีเมี่ยม #ยาเส้นยาเซ็น
",35,70,ยาเส้น (สำหรับอัดมวนเอง) ,https://udst2021.com/wp-content/uploads/2024/13/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-B5-V3.png,https://udst2021.com/wp-content/uploads/2025/03/B6_V.jpeg,https://udst2021.com/wp-content/uploads/2025/03/
เกรดA,Y1,ยาเส้น SK ( เอสเค ) เกรดA รุ่น Y1-SK,YASEN เกรดA Y1-SK ( เอสเค )  1ถุง 100 กรัม,"ยาเส้น YASEN เกรด A รุ่น SK (เอสเค) ขนาด 100 กรัม ใบยาคุณภาพดี เส้นสวยไม่ชื้น กลิ่นหอมนุ่ม รสชาติที่คุ้นเคย  ","🚬 พร้อมส่ง! ยาเส้น YASEN เกรด A รุ่น Y1-SK (เอสเค) ขนาด 100 กรัม 🚬 สัมผัสรสชาติที่คุ้นเคยกับใบยาเส้นคุณภาพจาก YASEN รุ่น Y1-SK คัดสรรใบยาเกรด A อย่างพิถีพิถัน ผ่านกระบวนการผลิตที่สะอาดและได้มาตรฐาน ทำให้ได้เส้นยาที่สวยงาม ไม่ชื้น และคงความหอมนุ่มอันเป็นเอกลักษณ์ ✨ คุณสมบัติเด่น:
✅ แบรนด์: UDStoreTH
✅ เกรด: เกรด A
✅ รุ่น/รสชาติ: Y1-SK (เอสเค)
✅ น้ำหนัก: 100 กรัม ต่อถุง
✅ ลักษณะ: เส้นยาละเอียดสวย กลิ่นหอมนุ่ม ไม่ฉุน
✅ การเก็บรักษา: บรรจุในซองซิปล็อคอย่างดี ป้องกันความชื้น
 #ยาเส้น #ใบยาเส้น #ยาเส้นยาเซ็น #YASEN #ยาเส้นSK #ยาเส้น100g #ยาเส้นพรีเมี่ยม ",35,70,ยาเส้น (สำหรับอัดมวนเอง) ,https://udst2021.com/wp-content/uploads/2024/13/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-B5-y1.png,https://udst2021.com/wp-content/uploads/2025/03/B6_A.jpeg,https://udst2021.com/wp-content/uploads/2025/03/
เกรดA,Y2,ยาเส้นมาโบโร่ เกรดA รุ่น Y2-MBR,YASEN เกรดA Y2-MBR ( marlboro ) 1ถุง 100 กรัม,ยาเส้น YASEN เกรด A รุ่น Y2-MBR (Marlboro) 100 กรัม ยอดนิยมตลอดกาล หอมนุ่มลงตัว เส้นยาคุณภาพดีเยี่ยม,"🚬 พร้อมส่ง! ยาเส้น YASEN เกรด A รุ่น Y2-MBR (Marlboro) ขนาด 100 กรัม 🚬 สัมผัสรสชาติยอดนิยมกับใบยาเส้นคุณภาพจาก YASEN รุ่น Y2-MBR (Marlboro) คัดสรรใบยาเกรด A อย่างดีที่สุด ให้รสชาติที่เข้มข้นแต่ยังคงความนุ่มละมุนในแบบฉบับที่หลายคนชื่นชอบ ✨ คุณสมบัติเด่น:
✅ แบรนด์: UDStoreTH
✅ เกรด: เกรด A (เกรดยอดนิยม)
✅ รุ่น/รสชาติ: Y2-MBR (Marlboro)
✅ น้ำหนัก: 100 กรัม ต่อถุง
✅ ลักษณะ: เส้นยาคุณภาพสูง หอมนุ่มเป็นพิเศษ
✅ การเก็บรักษา: บรรจุในซองซิปล็อคแน่นหนา
 #ยาเส้น #ใบยาเส้น #ยาเส้นยาเซ็น #YASEN #ยาเส้นMBR #ยาเส้นMarlboro #ยาเส้น100g 

",35,70,ยาเส้น (สำหรับอัดมวนเอง) ,https://udst2021.com/wp-content/uploads/2024/13/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-B5-y2.png,https://udst2021.com/wp-content/uploads/2025/03/B6_A.jpeg,https://udst2021.com/wp-content/uploads/2025/03/
เกรดA,Y3,ยาเส้น LM ( แอลเอ็ม ) เกรดA รุ่น Y3-LM,YASEN เกรดA Y3-LM ( แอลเอ็ม ) 1ถุง 100 กรัม,"ยาเส้น YASEN เกรด A รุ่น Y3-LM (แอลเอ็ม) ขนาด 100 กรัม ใบยาคุณภาพดี ให้รสสัมผัสนุ่มละมุน ไม่บาดคอ ","🚬 พร้อมส่ง! ยาเส้น YASEN เกรด A รุ่น Y3-LM (แอลเอ็ม) ขนาด 100 กรัม 🚬 สำหรับผู้ที่ชื่นชอบความนุ่มละมุน ขอแนะนำยาเส้น YASEN รุ่น Y3-LM (แอลเอ็ม) คัดพิเศษจากใบยาเกรด A ให้คุณได้เพลิดเพลินกับรสชาติที่นุ่มนวล กลมกล่อม ไม่บาดคอ ✨ คุณสมบัติเด่น:
✅ แบรนด์: UDStoreTH
✅ เกรด: เกรด A
✅ รุ่น/รสชาติ: Y3-LM (แอลเอ็ม)
✅ น้ำหนัก: 100 กรัม ต่อถุง
✅ ลักษณะ: เส้นยาสวยงาม ให้รสสัมผัสที่นุ่มนวลเป็นพิเศษ
✅ การเก็บรักษา: ซองซิปล็อคคุณภาพดี เก็บความหอมได้ยาวนาน
 #ยาเส้น #ใบยาเส้น #ยาเส้นยาเซ็น #YASEN #ยาเส้นLM #ยาเส้นแอลเอ็ม #ยาเส้น100g 
",35,70,ยาเส้น (สำหรับอัดมวนเอง) ,https://udst2021.com/wp-content/uploads/2024/13/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-B5-y3.png,https://udst2021.com/wp-content/uploads/2025/03/B6_A.jpeg,https://udst2021.com/wp-content/uploads/2025/03/
เกรดA,Y4,ยาเส้นกรองทิพย์ เกรดA รุ่น Y4-KT,YASEN เกรดA Y4-KT ( กรองทิพย์ ) 1ถุง 100 กรัม,ยาเส้น YASEN เกรด A รุ่น Y4-KT (กรองทิพย์) ขนาด 100 กรัม เข้มข้นถึงใจในสไตล์ไทยแท้ๆ ใบยาคุณภาพดีเยี่ยม,"🚬 พร้อมส่ง! ยาเส้น YASEN เกรด A รุ่น Y4-KT (กรองทิพย์) ขนาด 100 กรัม 🚬 ตอบโจทย์คอยาเส้นที่ชื่นชอบความเข้มข้นแบบไทยกับ YASEN รุ่น Y4-KT (กรองทิพย์) คัดจากใบยาเกรด A คุณภาพสูง ให้รสชาติที่เข้มถึงใจและกลิ่นหอมชัดเจนเป็นเอกลักษณ์ ✨ คุณสมบัติเด่น:
✅ แบรนด์: UDStoreTH
✅ เกรด: เกรด A
✅ รุ่น/รสชาติ: Y4-KT (กรองทิพย์)
✅ น้ำหนัก: 100 กรัม ต่อถุง
✅ ลักษณะ: รสชาติเข้มข้นถึงใจสไตล์ไทย
✅ การเก็บรักษา: บรรจุในซองซิปล็อคอย่างดี
 #ยาเส้น #ใบยาเส้น #ยาเส้นยาเซ็น #YASEN #ยาเส้นKT #ยาเส้นกรองทิพย์ #ยาเส้น100g ",35,70,ยาเส้น (สำหรับอัดมวนเอง) ,https://udst2021.com/wp-content/uploads/2024/13/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-B5-y4.png,https://udst2021.com/wp-content/uploads/2025/03/B6_A.jpeg,https://udst2021.com/wp-content/uploads/2025/03/
เกรดพื้นบ้านไทย,Y5,ยาเส้น LM ( แอลเอ็ม ) เกรดพื้นบ้านไทย รุ่น Y5-L&M,YASEN เกรดพื้นบ้านไทย Y5-L&M ( แอลแอนเอ็ม ) 1ถุง 100 กรัม,"ยาเส้น YASEN เกรดพื้นบ้านไทย รุ่น Y5- L&M แอล&เอ็ม ขนาด 100 กรัม หอมกลิ่นยาเส้นธรรมชาติ ราคาย่อมเยา ","🚬 พร้อมส่ง! ยาเส้น YASEN เกรดพื้นบ้านไทย Y5-L&M 100 กรัม 🚬 สัมผัสเสน่ห์ของยาเส้นสไตล์พื้นบ้านกับ YASEN เกรดพื้นบ้านไทย ที่ให้กลิ่นหอมของใบยาธรรมชาติอย่างแท้จริง ในราคาสบายกระเป๋า ✨ คุณสมบัติเด่น:
✅ แบรนด์: UDStoreTH
✅ เกรด: เกรดพื้นบ้านไทย
✅ รุ่น/รสชาติ: Y5-L&M (นุ่ม) และ Y6-K&T (เข้ม)
✅ น้ำหนัก: 100 กรัม ต่อถุง
✅ ลักษณะ: กลิ่นหอมใบยาธรรมชาติชัดเจน ราคาย่อมเยา
✅ การเก็บรักษา: บรรจุในซองซิปล็อค
 #ยาเส้น #ใบยาเส้น #ยาเส้นพื้นบ้าน #YASEN #ยาเส้นพรีเมี่ยม #ยาเส้นL&M #ยาเส้นกรองทิพย์ ",24,60,ยาเส้น (สำหรับอัดมวนเอง) ,https://udst2021.com/wp-content/uploads/2024/13/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-B5-y5.png,https://udst2021.com/wp-content/uploads/2025/03/B6_Y.jpeg,https://udst2021.com/wp-content/uploads/2025/03/B6_9.jpeg
เกรดพื้นบ้านไทย,Y6,ยาเส้นกรองทิพย์ เกรดพื้นบ้านไทย รุ่น Y6-K&T,YASEN เกรดพื้นบ้านไทย Y6-K&T ( กรองทิพย์ ) 1ถุง 100 กรัม,"ยาเส้น YASEN เกรดพื้นบ้านไทย รุ่น Y6-K&T (กรองทิพย์) ขนาด 100 กรัม หอมกลิ่นยาเส้นธรรมชาติ ราคาย่อมเยา ","🚬 พร้อมส่ง! ยาเส้น YASEN เกรดพื้นบ้านไทย Y6-K&T 100 กรัม 🚬 สัมผัสเสน่ห์ของยาเส้นสไตล์พื้นบ้านกับ YASEN เกรดพื้นบ้านไทย ที่ให้กลิ่นหอมของใบยาธรรมชาติอย่างแท้จริง ในราคาสบายกระเป๋า มีให้เลือก 2 รุ่นตามความชอบ ✨ คุณสมบัติเด่น:
✅ แบรนด์: UDStoreTH
✅ เกรด: เกรดพื้นบ้านไทย
✅ รุ่น/รสชาติ: Y5-L&M (นุ่ม) และ Y6-K&T (เข้ม)
✅ น้ำหนัก: 100 กรัม ต่อถุง
✅ ลักษณะ: กลิ่นหอมใบยาธรรมชาติชัดเจน ราคาย่อมเยา
✅ การเก็บรักษา: บรรจุในซองซิปล็อค
 #ยาเส้น #ใบยาเส้น #ยาเส้นพื้นบ้าน #YASEN #ยาเส้นพรีเมี่ยม #ยาเส้นL&M #ยาเส้นกรองทิพย์ ",24,60,ยาเส้น (สำหรับอัดมวนเอง) ,https://udst2021.com/wp-content/uploads/2024/13/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-B5-y6.png,https://udst2021.com/wp-content/uploads/2025/03/B6_Y.jpeg,https://udst2021.com/wp-content/uploads/2025/03/B6_9.jpeg
เกรดพื้นบ้านไทย,Y7,ยาเส้น 85 กรองทิพย์ เกรดพื้นบ้านไทย รุ่น Y7-85,YASEN เกรดพื้นบ้านไทย Y7-85 ( กรองทิพย์ 85 ) 1ถุง 100 กรัม,"ยาเส้น YASEN เกรดพรีเมี่ยม Y7- 85 (กรองทิพย์ 85)100 กรัม คัดใบยาคุณภาพสูงสุด ฉุนเข้มละมุนเหนือระดับ สำหรับผู้ที่ต้องการแรงๆ ","🚬 พร้อมส่ง! ยาเส้น เกรดพื้นบ้านไทย รุ่น Y7- 85 (กรองทิพย์ 85)100 กรัม 🚬 ยกระดับประสบการณ์ของคุณกับยาเส้น YASEN เกรดพรีเมี่ยม รุ่น Y7- 85 (กรองทิพย์ 85)ที่สุดของความพิถีพิถัน คัดสรรเฉพาะใบยาคุณภาพสูงสุด ให้รสสัมผัสที่หอมนุ่มละมุนอย่างเหนือระดับ ✨ คุณสมบัติเด่น:
✅ แบรนด์: UDStoreTH
✅ เกรด: เกรดพื้นบ้านไทย
✅ รุ่น/รสชาติ: Y7- 85 (กรองทิพย์ 85)
✅ น้ำหนัก: 100 กรัม ต่อถุง
✅ ลักษณะ: ฉุนแรงละมุนเหนือระดับ เส้นสวยละเอียดเป็นพิเศษ
✅ การเก็บรักษา: ซองซิปล็อคคุณภาพพรีเมี่ยม
 #ยาเส้น #ใบยาเส้น #ยาเส้นพรีเมี่ยม #YASEN #ยาเส้นเกรดพื้นบ้านไทย #YasenPremium",24,60,ยาเส้น (สำหรับอัดมวนเอง) ,https://udst2021.com/wp-content/uploads/2024/13/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-B5-y7.png,https://udst2021.com/wp-content/uploads/2025/03/B6_Y.jpeg,https://udst2021.com/wp-content/uploads/2025/03/B6_9.jpeg
เกรดพื้นบ้านไทย,Y8,ยาเส้นกรุงทอง เกรดพื้นบ้านไทย รุ่น Y8-KRUNG THONG,YASEN เกรดพื้นบ้านไทย Y8-KRUNG TONG ( กรุงทอง ) 1ถุง 100 กรัม,"ยาเส้นเกรดพื้นบ้านไทย กรุงทอง ขนาด 100 กรัม ใบยาคุณภาพเข้มข้น ให้กลิ่นฉุนหอม เป็นเอกลักษณ์ ไม่เหมือนใคร ","🚬 พร้อมส่ง! ยาเส้น เกรดพื้นบ้านไทย YASEN Y8 ขนาด 100 กรัม 🚬 สำหรับนักสูบตัวจริงที่มองหาความแตกต่าง ขอแนะนำ ยาเส้น กรุงทอง คัดสรรใบยาคุณภาพ ใบยาคุณภาพเข้มข้น ให้กลิ่นฉุนหอม เป็นเอกลักษณ์ ไม่เหมือนใคร ไม่เหมือนยาเส้นทั่วไป ✨ คุณสมบัติเด่น:
✅ แบรนด์: UDStoreTH
✅ เกรด: เกรดพื้นบ้านไทย
✅ รุ่น/รสชาติ: Y8-KRUNG ( กรุงทอง )
✅ น้ำหนัก: 100 กรัม ต่อถุง
✅ ลักษณะ: กลิ่นหอมหวานเป็นเอกลักษณ์ของใบยาเวอร์จิเนีย
✅ การเก็บรักษา: ซองซิปล็อคอย่างดีเพื่อรักษาคุณภาพ
 #ยาเส้น #ใบยาเส้น #ยาเส้นกรุงทอง #KRUNG THONG #YASEN #Y8",24,60,ยาเส้น (สำหรับอัดมวนเอง) ,https://udst2021.com/wp-content/uploads/2024/13/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99-B5-y8.png,https://udst2021.com/wp-content/uploads/2025/03/B6_Y.jpeg,https://udst2021.com/wp-content/uploads/2025/03/B6_9.jpeg
